survey_version,in_pot_or_ground ,country,region,latitude,longitude,final_height_(cm),alive,number_of_stems,start_year,start_height (cm),watering,fertiliser, 
LONG,pot,Australia,Australasia,-37.50817155,145.7480028,250,Yes,,2012,40,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-37.50458606,145.7482962,45,Yes,1,2019,,YESWATER,No,
LONG,pot,Australia,Australasia,-37.47933801,144.5968024,206,Yes,2,2005,40,YESWATER,Yes,
LONG,ground,Australia,Australasia,-37.47658125,144.5900948,300,Yes,1,2017,200,YESWATER,No,Silty
LONG,pot,Australia,Australasia,-37.45845753,144.6886153,260,Yes,1,1998,20,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-37.45832245,144.6848379,260,Yes,2,1997,30,YESWATER,No,Loamy
LONG,ground,Australia,Australasia,-37.42795854,144.5532733,400,Yes,1,2006,15,NOWATER,No,Clay
LONG,pot,Australia,Australasia,-37.40525675,144.8912094,350,Yes,1,,50,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-37.40525675,144.8912094,150,Yes,1,2000,50,YESWATER,Yes,Clay
LONG,ground,Australia,Australasia,-37.39269192,144.6408861,450,Yes,2,2012,100,NOWATER,No,Loamy
LONG,ground,Australia,Australasia,-37.37308812,144.1920627,210,Yes,1,2019,150,YESWATER,No,
LONG,pot,Australia,Australasia,-37.36325612,144.5255133,40,Yes,,2018,35,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-37.36284695,144.5249982,140,Yes,1,2014,80,NOWATER,No,Clay
LONG,ground,Australia,Australasia,-37.36052785,144.5241392,652,Yes,4,1996,13,YESWATER,No,Loamy
LONG,ground,Australia,Australasia,-37.3039551,144.9485336,152,Yes,1,2008,30.48,NOWATER,Yes,Clay
SHORT,ground,Australia,Australasia,-37.30053959,144.9553993,200,Yes,1,2010,,,,
SHORT,ground,Australia,Australasia,-37.29749634,146.1613423,400,Yes,1,2018,350,YESWATER,No,
LONG,ground,Australia,Australasia,-37.27432316,144.7285163,508,Yes,1,2007,30,YESWATER,No,
LONG,pot,Australia,Australasia,-37.26267293,144.6456314,150,Yes,1,,,,,
SHORT,pot,Australia,Australasia,-37.26267293,144.6456314,150,Yes,1,,,,,
LONG,pot,Australia,Australasia,-37.215363,145.062712,110,Yes,2,2009,45,,Yes,Potting mix
LONG,pot,Australia,Australasia,-37.215363,145.062712,200,Yes,2,2009,45,,Yes,Potting mix
LONG,ground,Australia,Australasia,-37.1606365,146.0685062,600,Yes,1,2017,550,NOWATER,No,
LONG,pot,Australia,Australasia,-37.15086901,144.174683,175,Yes,3,2008,20,YESWATER,No,Potting mix
LONG,ground,Australia,Australasia,-37.08184228,146.2789569,180,Yes,1,,,,,
LONG,ground,Australia,Australasia,-37.06010463,149.9003207,150,Yes,1,2010,25.4,,No,Loamy
LONG,pot,Australia,Australasia,-37.05898006,144.2183022,140,Yes,2,2005,45,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-37.05898006,144.2183022,140,Yes,2,,,,,
LONG,ground,Australia,Australasia,-37.05891142,144.2192463,210,Yes,1,2008,15,YESWATER,No,Clay
SHORT,ground,Australia,Australasia,-37.05843199,144.2190745,200,Yes,1,,,,,
LONG,pot,Australia,Australasia,-37.05765455,146.0840896,290,Yes,2,2008,40,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-37.05248589,142.7726236,250,Yes,,2006,30,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-37.04156469,142.347234,150,Yes,1,2018,45,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-37.01919813,142.34512,140,Yes,1,2018,40,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-36.91729771,144.6986633,200,Yes,,2009,20,YESWATER,Yes,Sandy
LONG,ground,Australia,Australasia,-36.91633378,141.8848525,450,Yes,,2008,35,YESWATER,No,
LONG,pot,Australia,Australasia,-36.87524941,144.3126057,500,Yes,5,,,,,
LONG,pot,New Zealand,Australasia,-36.86234549,174.7418407,200,Yes,1,2015,50,YESWATER,No,
LONG,ground,Australia,Australasia,-36.85052008,149.9250072,730,Yes,,2007,30.48,NOWATER,No,Sandy
SHORT,ground,Australia,Australasia,-36.72900787,146.9848601,200,Yes,1,,,,,
LONG,pot,Australia,Australasia,-36.71402379,144.2610158,200,Yes,1,,,,,
LONG,pot,Australia,Australasia,-36.55664424,145.9690157,200,Unsure,1,2007,40,,Yes,Potting mix
SHORT,ground,Australia,Australasia,-36.46986714,146.5047177,200,Yes,2,,,,,
LONG,ground,Australia,Australasia,-36.43964116,150.0614316,200,Yes,1,2015,30,YESWATER,No,
LONG,ground,Australia,Australasia,-36.38506186,150.0697969,250,Unsure,1,,,,,
SHORT,ground,Australia,Australasia,-36.38506186,150.0697969,300,Unsure,1,,,,,
SHORT,ground,Australia,Australasia,-36.37432249,141.246698,100,No,,,,,,
LONG,ground,Australia,Australasia,-36.31668448,149.977611,200,Yes,2,2016,50,YESWATER,Yes,Loamy
LONG,pot,Australia,Australasia,-36.3136385,145.0422545,120,Yes,1,,,,,
LONG,pot,Australia,Australasia,-36.31311494,144.7769697,130,Yes,,2008,60,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-36.31311494,144.7769697,130,Yes,,,,,,
LONG,pot,Australia,Australasia,-36.31310983,140.7656462,230,Yes,1,2006,30,YESWATER,,Potting mix
LONG,pot,Australia,Australasia,-36.2411696,150.1104165,230,Yes,1,2007,20,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-36.2048024,150.0890728,280,Yes,1,2006,50,YESWATER,No,Potting mix
LONG,ground,Australia,Australasia,-36.14255112,146.5973401,500,Yes,1,1995,40,YESWATER,No,Clay
LONG,ground,Australia,Australasia,-36.12699117,146.8860323,300,Yes,1,2013,20,YESWATER,No,Loamy
SHORT,ground,Australia,Australasia,-36.125606,146.8813966,213,Yes,1,,,,,
LONG,pot,Australia,Australasia,-36.101048,150.0497743,60,Yes,1,2018,30,YESWATER,Yes,Potting mix
LONG,,Australia,Australasia,-36.07364799,146.9128894,35,Yes,1,,,,,
LONG,,Australia,Australasia,-36.07364799,146.9128894,100,Yes,1,,,,,
LONG,ground,Australia,Australasia,-36.07358025,146.9137048,50,Yes,1,2019,30,YESWATER,Yes,Clay
LONG,pot,Australia,Australasia,-36.02727848,146.0000655,183,Yes,1,2018,165.1,YESWATER,Yes,
LONG,ground,Australia,Australasia,-35.91886079,150.0863049,250,Yes,1,2005,45,YESWATER,Yes,Clay
LONG,pot,Australia,Australasia,-35.8938368,149.9986562,180,Yes,3,,,,,
LONG,ground,Australia,Australasia,-35.8374195,146.8051008,165,Yes,1,2006,40,YESWATER,No,Clay
LONG,ground,Australia,Australasia,-35.83491576,146.8026944,160,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-35.83157465,146.8033779,250,Yes,,,,,,
LONG,pot,Australia,Australasia,-35.73738732,149.1825583,200,Yes,2,2006,15.24,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-35.73339675,150.1983349,120,Yes,1,2005,50,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-35.68415887,145.8160141,85,Yes,1,2012,20,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-35.64595667,150.0950699,400,Yes,1,2017,,,,
SHORT,ground,Australia,Australasia,-35.64542407,150.0930236,400,Unsure,1,,,,,
SHORT,ground,Australia,Australasia,-35.61885875,149.8092773,150,Yes,1,,,,,
LONG,ground,Australia,Australasia,-35.57442591,149.7343146,182,Yes,1,2015,150,YESWATER,Yes,
LONG,ground,Australia,Australasia,-35.56548261,149.5529513,600,Yes,,1995,30,YESWATER,No,Loamy
SHORT,ground,Australia,Australasia,-35.55550701,149.6605989,200,Yes,4,,,,,
SHORT,ground,Australia,Australasia,-35.54867951,138.6133582,91,No,,,,,,
LONG,pot,Australia,Australasia,-35.53347324,144.95716,213,Yes,2,2003,25,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-35.51843111,148.1534318,160,Yes,1,2013,145,YESWATER,No,Potting mix
LONG,ground,Australia,Australasia,-35.45803918,149.0959574,135,Yes,1,,35,YESWATER,No,Clay
LONG,pot,Australia,Australasia,-35.45091121,149.0851813,220,Yes,1,,,,,
LONG,pot,Australia,Australasia,-35.45091111,149.0857821,230,Yes,1,2005,40,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-35.44790506,149.2269738,100,Yes,,,,,,
LONG,ground,Australia,Australasia,-35.43837806,149.1091253,420,Yes,2,2009,30,YESWATER,Yes,
LONG,ground,Australia,Australasia,-35.4125305,149.1103262,150,Yes,1,2010,30,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-35.4125305,149.1103262,150,Yes,1,,,,,
LONG,pot,Australia,Australasia,-35.39760906,149.0915079,60,Yes,1,2019,NA,YESWATER,Yes,
LONG,ground,Australia,Australasia,-35.38219643,149.0650801,120,Yes,,2006,20,YESWATER,,Sandy
LONG,pot,Australia,Australasia,-35.37439734,149.2286315,3,Yes,,,,,,
LONG,pot,Australia,Australasia,-35.37439734,149.2286315,5,Yes,,,,,,
LONG,pot,Australia,Australasia,-35.37439734,149.2286315,7,Yes,,,,,,
LONG,pot,Australia,Australasia,-35.37380248,149.2273869,200,Yes,,,,,,
LONG,pot,Australia,Australasia,-35.36856546,149.1005594,220,Yes,2,2007,40,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-35.36743106,149.1121439,165,Yes,1,2014,30,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-35.36710087,149.20025,84,Yes,1,2018,45,YESWATER,No,Potting mix
SHORT,pot,Australia,Australasia,-35.36675884,149.0952943,160,Yes,1,,,,,
LONG,pot,Australia,Australasia,-35.3647868,149.0943789,160,Yes,1,,,,,
LONG,ground,Australia,Australasia,-35.36277961,149.0987502,510,Yes,1,2005,50,NOWATER,No,Clay
LONG,pot,Australia,Australasia,-35.36100294,149.0546773,254,Yes,1,2007,60.96,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-35.36067978,149.0548862,250,Yes,,,,,,
LONG,ground,Australia,Australasia,-35.35675795,138.618106,600,Yes,1,2006,30,YESWATER,No,Loamy
LONG,pot,Australia,Australasia,-35.35358966,149.2299585,150,Yes,,2005,30,YESWATER,,
LONG,pot,Australia,Australasia,-35.35285461,149.2300442,90,Yes,1,2016,50,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-35.34947081,149.0897841,510,Yes,1,,30,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-35.34256343,149.0406662,450,Yes,,2007,50,YESWATER,Yes,Loamy
LONG,ground,Australia,Australasia,-35.33770886,149.0586816,300,Yes,1,2006,100,YESWATER,,
LONG,pot,Australia,Australasia,-35.33396169,149.1236456,200,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-35.3334748,149.0576331,120,Yes,1,,,,,
LONG,ground,Australia,Australasia,-35.33113713,149.0856451,80,Yes,2,,,,,
LONG,pot,Australia,Australasia,-35.33113713,149.0856451,200,Yes,1,,,,,
LONG,pot,Australia,Australasia,-35.32045607,148.2329576,200,Yes,1,2011,35,YESWATER,Yes,Potting mix
SHORT,pot,Australia,Australasia,-35.31845551,150.4358327,90,Yes,1,,,,,
LONG,ground,Australia,Australasia,-35.30733441,149.122947,600,Yes,1,,,NOWATER,No,
SHORT,,Australia,Australasia,-35.30310829,149.0256572,100,Yes,1,,,,,
LONG,ground,Australia,Australasia,-35.29709063,138.5502548,400,Yes,2,,,,,
LONG,ground,Australia,Australasia,-35.28982288,149.1555506,150,Yes,1,2008,50,NOWATER,No,Clay
LONG,ground,Australia,Australasia,-35.28351366,149.1416,200,Yes,1,,40,YESWATER,No,Clay
LONG,ground,Australia,Australasia,-35.28193512,149.1280621,100,Yes,3,,,,,
LONG,,Australia,Australasia,-35.28167237,149.1282767,300,Yes,2,2008,100,NOWATER,No,
SHORT,ground,Australia,Australasia,-35.28119945,149.1272252,122,Yes,1,,,,,
LONG,,Australia,Australasia,-35.28091552,138.4522309,90,Yes,1,2018,45,YESWATER,No,
LONG,pot,Australia,Australasia,-35.26957053,149.1245622,270,Yes,1,2005,50,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-35.26366741,149.1436825,200,Yes,1,2005,60,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-35.25829585,149.0793947,70,Yes,,2006,30,NOWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-35.24909484,149.0550432,20,Yes,3,2018,0,YESWATER,Yes,
LONG,pot,Australia,Australasia,-35.24825422,149.0492065,220,Yes,1,,,,,
LONG,pot,Australia,Australasia,-35.24804322,149.0567597,170,Yes,1,2003,30,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-35.2386806,149.1541552,400,Yes,1,2017,,YESWATER,No,
LONG,,Australia,Australasia,-35.22137451,150.4878258,60,Yes,2,2018,100,YESWATER,No,Clay
LONG,pot,Australia,Australasia,-35.22131434,149.0232756,76,Yes,1,2018,500,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-35.22088379,150.4851654,300,Yes,1,1999,30,NOWATER,No,
LONG,ground,Australia,Australasia,-35.2189331,149.0078006,150,Yes,1,2007,60,YESWATER,Yes,Loamy
LONG,ground,Australia,Australasia,-35.21430123,149.0282254,213,Yes,1,,,,,
LONG,ground,Australia,Australasia,-35.2053934,150.5496152,100,Yes,1,2010,30,NOWATER,No,Sandy
SHORT,pot,Australia,Australasia,-35.2050778,150.549937,150,Yes,3,,,,,
LONG,pot,Australia,Australasia,-35.20186727,138.6032144,270,Yes,1,2009,110,YESWATER,No,Potting mix
LONG,ground,Australia,Australasia,-35.19422692,149.5981365,250,Yes,1,2005,25,,,Silty
SHORT,ground,Australia,Australasia,-35.17499177,149.0928489,200,Yes,2,,,,,
LONG,ground,Australia,Australasia,-35.12523129,138.8537756,488,Yes,,1995,45.72,YESWATER,No,Loamy
LONG,ground,Australia,Australasia,-35.11014662,147.3583647,200,Yes,2,,,,,
LONG,pot,Australia,Australasia,-35.10846124,147.3597378,100,Yes,1,,,YESWATER,No,
SHORT,pot,Australia,Australasia,-35.09825114,138.5268533,85,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-35.09817478,150.6657055,300,Yes,,,,,,
LONG,ground,Australia,Australasia,-35.08143714,138.8590263,300,Yes,1,2008,30,YESWATER,No,
LONG,pot,Australia,Australasia,-35.04982337,138.7479532,400,Yes,1,2009,100,YESWATER,Yes,Loamy
LONG,pot,Australia,Australasia,-35.0378748,138.5172431,230,Yes,1,2005,30,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-35.0246308,138.7248884,91,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-35.0234601,117.6479943,250,Yes,1,,,,,
SHORT,pot,Australia,Australasia,-35.01547414,138.7352907,50,Yes,1,,,,,
LONG,ground,Australia,Australasia,-35.01228404,138.7741475,350,Yes,,,,,,
SHORT,ground,Australia,Australasia,-35.00789647,138.5787429,200,Yes,1,,,,,
LONG,pot,Australia,Australasia,-35.00732654,138.5348658,60,Yes,1,2019,40,YESWATER,Yes,Potting mix
LONG,,Australia,Australasia,-34.97934265,116.7669367,480,Yes,,2008,35,NOWATER,Yes,Loamy
LONG,ground,Australia,Australasia,-34.97797102,116.7334432,360,Yes,1,2008,,,,
SHORT,ground,Australia,Australasia,-34.96265445,117.355963,300,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-34.96265445,117.355963,500,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-34.93084387,138.5999971,NA,Unsure,1,,,,,
LONG,ground,Australia,Australasia,-34.89814991,138.6412468,400,Yes,1,2007,40,YESWATER,No,
LONG,pot,Australia,Australasia,-34.87810012,138.6636921,240,Yes,1,2005,100,YESWATER,,Potting mix
LONG,pot,Australia,Australasia,-34.87127014,138.6454845,250,Yes,2,2007,30,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-34.87048646,138.5063765,110,Yes,1,2016,100,YESWATER,No,Sandy
SHORT,pot,Australia,Australasia,-34.8557159,139.1519835,120,Yes,2,,,,,
SHORT,ground,Australia,Australasia,-34.85146828,150.7405767,320,Yes,2,,,,,
LONG,ground,Australia,Australasia,-34.85090471,150.7416495,200,Yes,,2014,,YESWATER,No,
LONG,pot,Australia,Australasia,-34.84918233,149.9487348,90,Yes,1,2017,60,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-34.84508994,150.6027044,45,Yes,1,,40,YESWATER,No,Potting mix
LONG,ground,Australia,Australasia,-34.82701966,147.1976319,150,Yes,2,2005,30,NOWATER,No,Loamy
LONG,ground,Australia,Australasia,-34.82701966,147.1976319,200,Yes,1,2002,30,YESWATER,No,
LONG,ground,Australia,Australasia,-34.8236301,138.8830238,198,Yes,2,2002,38.1,YESWATER,No,Loamy
LONG,ground,Australia,Australasia,-34.8236301,138.8830238,200,Yes,1,,,,,
LONG,pot,Australia,Australasia,-34.82229279,138.6996,180,Yes,2,2000,50,YESWATER,No,Potting mix
LONG,ground,Australia,Australasia,-34.81815767,147.2000486,25,Yes,1,2018,25,YESWATER,No,Potting mix
SHORT,ground,Australia,Australasia,-34.80354188,150.5631318,70,Yes,1,,,,,
SHORT,pot,Australia,Australasia,-34.80333851,150.5643356,20,Yes,,,,,,
LONG,ground,Australia,Australasia,-34.79586756,138.7407404,300,Yes,5,2005,40,YESWATER,Yes,Clay
LONG,pot,Australia,Australasia,-34.78777029,149.2677068,69,Yes,1,2019,40,YESWATER,No,Potting mix
LONG,ground,Australia,Australasia,-34.77662025,150.5773582,600,Yes,,,,,,
LONG,ground,Australia,Australasia,-34.77635001,150.6936994,200,Yes,2,2010,20,NOWATER,No,Clay
LONG,pot,Australia,Australasia,-34.74680324,149.7154941,150,Yes,1,2016,60,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-34.7354606,150.5242353,600,Yes,,,,,,
LONG,ground,Australia,Australasia,-34.7285812,150.4754566,600,Yes,3,2006,20,YESWATER,,
LONG,pot,Australia,Australasia,-34.72264861,135.84537,230,NA,2,2006,30,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-34.70589726,138.76667,70,Yes,1,2018,70,YESWATER,,Potting mix
SHORT,ground,Australia,Australasia,-34.67941357,150.8189484,200,Yes,1,,,,,
SHORT,,Australia,Australasia,-34.66569377,150.2831794,610,Yes,,,,NOWATER,No,
LONG,pot,Australia,Australasia,-34.66350915,138.898378,250,Yes,2,2005,40,NOWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-34.65512924,150.7737149,305,Yes,1,,,,,
LONG,ground,Australia,Australasia,-34.63023481,116.0827787,300,Yes,1,2013,200,YESWATER,Yes,Sandy
LONG,pot,Australia,Australasia,-34.61724144,150.3150357,105,Yes,2,2009,20,YESWATER,No,
SHORT,ground,Australia,Australasia,-34.61681714,150.3158938,300,Unsure,1,,,,,
LONG,ground,Australia,Australasia,-34.60905903,150.736694,305,Yes,1,2000,30.48,NOWATER,No,
LONG,ground,Australia,Australasia,-34.6001991,150.5172251,191,Yes,,2013,152.4,NOWATER,No,
LONG,ground,Australia,Australasia,-34.6001991,150.5172251,123,Yes,,2013,114.3,NOWATER,No,
LONG,,Australia,Australasia,-34.59055646,150.5843071,400,Yes,1,2003,20,NOWATER,No,Loamy
LONG,pot,Australia,Australasia,-34.59030394,142.7758334,140,Yes,1,2013,35,NOWATER,Yes,
LONG,ground,Australia,Australasia,-34.58575266,150.5867068,350,Yes,1,2006,20,NOWATER,No,Loamy
LONG,pot,Australia,Australasia,-34.58357854,138.5169276,110,Yes,1,,,NOWATER,,
LONG,,Australia,Australasia,-34.5533125,150.3834317,66,Yes,2,,,,,
LONG,pot,Australia,Australasia,-34.55096728,150.3935655,180,No,2,1995,30,YESWATER,,Potting mix
SHORT,ground,Australia,Australasia,-34.5507068,150.399318,300,Yes,1,,,,,
LONG,ground,Australia,Australasia,-34.54981696,150.3957068,600,Yes,,2010,30,YESWATER,No,
LONG,ground,Australia,Australasia,-34.50791014,150.4013984,250,Yes,1,2018,210,YESWATER,Yes,Loamy
LONG,ground,Australia,Australasia,-34.48221191,150.4154285,1200,Yes,1,1995,150,YESWATER,No,
LONG,ground,Australia,Australasia,-34.48136267,150.4168015,366,Yes,1,2007,20,YESWATER,No,Sandy
LONG,ground,Australia,Australasia,-34.48136267,150.4168015,360,Yes,1,2007,,YESWATER,No,Sandy
SHORT,ground,Australia,Australasia,-34.48097697,150.4189801,600,Yes,4,,,,,
LONG,pot,Australia,Australasia,-34.47952264,150.4195476,350,Yes,1,2001,40,YESWATER,Yes,Potting mix
SHORT,pot,Australia,Australasia,-34.47946204,150.4201943,200,Yes,2,,,,,
LONG,ground,Australia,Australasia,-34.47101296,150.4839095,850,Yes,1,,,,,
SHORT,pot,Australia,Australasia,-34.46673649,138.9925409,100,Yes,1,,,,,
LONG,ground,Australia,Australasia,-34.46645318,138.9932274,100,Yes,1,2018,50,YESWATER,No,Clay
LONG,pot,Australia,Australasia,-34.45078251,150.45369,110,Yes,1,2010,12,YESWATER,No,
LONG,ground,Australia,Australasia,-34.44419826,116.0370931,600,Yes,1,1995,50,NOWATER,No,
LONG,pot,Australia,Australasia,-34.43356306,150.8494175,100,Yes,2,2009,40,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-34.40630374,150.8946581,127,Yes,1,2004,20,,No,Potting mix
LONG,ground,Australia,Australasia,-34.40085221,150.4908867,275,Yes,5,,,,,
LONG,ground,Australia,Australasia,-34.36850015,117.0168151,450,Yes,2,2017,300,YESWATER,Yes,Clay
LONG,pot,Australia,Australasia,-34.36731755,150.8911384,91,Unsure,2,2013,30.48,YESWATER,Yes,
LONG,pot,Australia,Australasia,-34.36728213,150.8911384,91,Unsure,2,,,,,
SHORT,ground,Australia,Australasia,-34.35359496,142.2578632,120,Yes,1,,,,,
LONG,pot,Australia,Australasia,-34.31514051,150.9109424,67,Yes,1,2012,20,YESWATER,Yes,Potting mix
SHORT,ground,Australia,Australasia,-34.28247214,146.0441827,300,Yes,3,,60,NOWATER,No,
LONG,pot,Australia,Australasia,-34.23320341,150.5493256,60,Yes,1,2010,10,YESWATER,Yes,
LONG,,Australia,Australasia,-34.21011747,150.9472569,70,Yes,1,2017,40,YESWATER,,Potting mix
LONG,pot,Australia,Australasia,-34.17617804,140.7437887,200,Yes,3,2008,30,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-34.1498338,138.4249038,200,Yes,1,2010,25,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-34.13788023,142.1613043,244,Yes,1,2018,203.2,YESWATER,,Potting mix
SHORT,,Australia,Australasia,-34.13535639,142.1472343,200,Unsure,1,,,,,
LONG,ground,Australia,Australasia,-34.10761225,150.9751747,105,Yes,2,2007,30,NOWATER,No,Sandy
LONG,ground,Australia,Australasia,-34.10761225,150.9751747,105,Yes,2,2007,105,NOWATER,No,
LONG,ground,Australia,Australasia,-34.09629766,150.699064,250,Yes,1,,,,,
LONG,pot,Australia,Australasia,-34.0839845,151.0076019,150,Yes,1,2016,100,YESWATER,Yes,Potting mix
SHORT,ground,Australia,Australasia,-34.08300124,150.6964108,400,Yes,1,,,,,
LONG,pot,Australia,Australasia,-34.08054805,150.5012269,80,Yes,1,2017,40,YESWATER,No,Potting mix
SHORT,ground,Australia,Australasia,-34.08054541,150.506034,150,NA,1,,,,,
SHORT,ground,Australia,Australasia,-34.07827321,150.5012247,500,Yes,1,,,,,
LONG,pot,Australia,Australasia,-34.07749256,150.5716692,200,Yes,2,2000,30,YESWATER,Yes,Loamy
SHORT,ground,Australia,Australasia,-34.07316966,151.0569353,400,Yes,1,,,,,
LONG,ground,Australia,Australasia,-34.07130313,150.8424375,220,Yes,2,2013,180,YESWATER,No,
LONG,ground,Australia,Australasia,-34.06977947,150.6265374,100,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-34.06591923,150.7580767,200,Unsure,1,,,,,
SHORT,ground,Australia,Australasia,-34.06582228,150.7578445,70,Yes,1,,,,,
SHORT,pot,Australia,Australasia,-34.06582228,150.7578445,100,Yes,1,,,,,
SHORT,pot,Australia,Australasia,-34.06582228,150.7578445,130,Yes,2,,,,,
SHORT,ground,Australia,Australasia,-34.06511106,150.7596468,200,Yes,,,,,,
LONG,pot,Australia,Australasia,-34.06511106,150.7596468,180,Yes,,2006,50,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-34.06093655,151.0774061,300,Yes,2,,,,,
SHORT,ground,Australia,Australasia,-34.05520285,151.0764591,360,Yes,1,,,,,
LONG,pot,Australia,Australasia,-34.05470717,150.7126537,70,Yes,1,2012,0,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-34.05460255,150.6946634,350,Yes,1,2010,90,YESWATER,No,
LONG,,Australia,Australasia,-34.05456321,150.7129538,50,Yes,1,2018,30,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-34.04974266,151.0865262,212,Yes,,2009,100,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-34.0447913,150.7373688,210,Yes,1,2007,30,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-34.0447913,150.7373688,210,Yes,1,,,,,
SHORT,pot,Australia,Australasia,-34.03662807,151.071457,40,Unsure,1,,,,,
LONG,pot,Australia,Australasia,-34.03624645,139.6653882,183,Yes,3,,45.72,YESWATER,,
LONG,pot,Australia,Australasia,-34.0287596,150.5917023,150,Yes,2,2006,25,YESWATER,Yes,Potting mix
SHORT,pot,Australia,Australasia,-33.99815933,151.1309168,40,Yes,1,,,,,
LONG,pot,Australia,Australasia,-33.99691396,151.131644,100,Yes,4,2007,15,YESWATER,Yes,Potting mix
LONG,,Australia,Australasia,-33.98526177,150.84247,260,No,,2006,60,YESWATER,No,
LONG,ground,Australia,Australasia,-33.98526177,150.84247,260,No,3,,,,,
LONG,ground,Australia,Australasia,-33.98412298,150.8424694,180,Yes,1,,,,,
LONG,pot,Australia,Australasia,-33.98144292,151.0748519,450,Yes,3,2004,40,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-33.98101798,151.0749808,230,Yes,5,2010,35,YESWATER,,Potting mix
SHORT,pot,Australia,Australasia,-33.97800395,151.0729639,61,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.9694047,151.0696649,200,Yes,1,,100,YESWATER,No,Peaty
LONG,pot,Australia,Australasia,-33.96565284,151.0508023,140,Yes,2,2008,30,YESWATER,Yes,
LONG,ground,Australia,Australasia,-33.96457046,151.1364167,400,Yes,1,,,,,
LONG,pot,Australia,Australasia,-33.96323361,151.0551138,150,Unsure,2,2008,50,YESWATER,Yes,
SHORT,ground,Australia,Australasia,-33.96254206,151.1305374,700,Yes,2,,,,,
LONG,,Australia,Australasia,-33.95905997,150.9788133,190,Yes,1,2009,40,YESWATER,No,Clay
LONG,ground,Australia,Australasia,-33.9589296,116.1397221,350,Yes,2,2019,325,NOWATER,No,
LONG,pot,Australia,Australasia,-33.95795539,151.0026723,170,Yes,1,2011,40,YESWATER,Yes,Potting mix
SHORT,pot,Australia,Australasia,-33.95033516,151.2428534,274,Yes,3,2000,30,YESWATER,,Potting mix
SHORT,ground,Australia,Australasia,-33.94780054,151.1966008,380,Yes,1,,,,,
SHORT,pot,Australia,Australasia,-33.94769371,151.1971158,200,Yes,2,,,,,
LONG,pot,Australia,Australasia,-33.94713654,151.1200296,100,Yes,3,2010,30,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-33.94683934,151.1966437,200,Yes,,,,,,
LONG,ground,Australia,Australasia,-33.94406932,151.2428959,480,Yes,1,,30,YESWATER,No,Sandy
